+-------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------+-----------+-------------+-----------------+--------------------------+
| id_category | name                                                                                | category_url                                                                                                      | id_parent | level_depth | direct_products | recursive_products_total |
|        1208 | 120-214/12-1                                                                        | https://www.driveonly.fr/fr/1208-120-214-12-1                                                                     |      1200 |           9 |               0 |                        0 |
|        1212 | Standard                                                                            | https://www.driveonly.fr/fr/1212-standard                                                                         |      1211 |           8 |               0 |                        0 |
|        1215 | 120-114/17-1                                                                        | https://www.driveonly.fr/fr/1215-120-114-17-1                                                                     |      1212 |           9 |               0 |                        0 |
|        1219 | 120-214/07-2                                                                        | https://www.driveonly.fr/fr/1219-120-214-07-2                                                                     |      1212 |           9 |               0 |                        0 |
|        1214 | 120-114/10                                                                          | https://www.driveonly.fr/fr/1214-120-114-10                                                                       |      1212 |           9 |               0 |                        0 |
|        1218 | 120-114/26                                                                          | https://www.driveonly.fr/fr/1218-120-114-26                                                                       |      1212 |           9 |               0 |                        0 |
|        1222 | 120-214/13-1                                                                        | https://www.driveonly.fr/fr/1222-120-214-13-1                                                                     |      1212 |           9 |               0 |                        0 |
|        1213 | 120-114/07-2                                                                        | https://www.driveonly.fr/fr/1213-120-114-07-2                                                                     |      1212 |           9 |               0 |                        0 |
|        1217 | 120-114/21-1dtm                                                                     | https://www.driveonly.fr/fr/1217-120-114-21-1dtm                                                                  |      1212 |           9 |               0 |                        0 |
|        1221 | 120-214/13dtm                                                                       | https://www.driveonly.fr/fr/1221-120-214-13dtm                                                                    |      1212 |           9 |               0 |                        0 |
|        1216 | 120-114/21-1                                                                        | https://www.driveonly.fr/fr/1216-120-114-21-1                                                                     |      1212 |           9 |               0 |                        0 |
|        1220 | 120-214/12-1                                                                        | https://www.driveonly.fr/fr/1220-120-214-12-1                                                                     |      1212 |           9 |               0 |                        0 |
|       18874 | 1-6 16v                                                                             | https://www.driveonly.fr/fr/18874-1-6-16v                                                                         |      1223 |           7 |               0 |                        0 |
|       18834 | 1-8 16v                                                                             | https://www.driveonly.fr/fr/18834-1-8-16v                                                                         |      1223 |           7 |               0 |                        0 |
|       18786 | 2-0 16v                                                                             | https://www.driveonly.fr/fr/18786-2-0-16v                                                                         |      1223 |           7 |               0 |                        0 |
|        1224 | 1,6 16v                                                                             | https://www.driveonly.fr/fr/1224-1-6-16v                                                                          |      1223 |           7 |               0 |                        0 |
|        1236 | 1,8 16v                                                                             | https://www.driveonly.fr/fr/1236-1-8-16v                                                                          |      1223 |           7 |               0 |                        0 |
|        1248 | 2,0 16v                                                                             | https://www.driveonly.fr/fr/1248-2-0-16v                                                                          |      1223 |           7 |               0 |                        0 |
|        1225 | Standard                                                                            | https://www.driveonly.fr/fr/1225-standard                                                                         |      1224 |           8 |               0 |                        0 |
|        1227 | 120-114/10                                                                          | https://www.driveonly.fr/fr/1227-120-114-10                                                                       |      1225 |           9 |               0 |                        0 |
|        1231 | 120-114/26                                                                          | https://www.driveonly.fr/fr/1231-120-114-26                                                                       |      1225 |           9 |               0 |                        0 |
|        1235 | 120-214/13-1                                                                        | https://www.driveonly.fr/fr/1235-120-214-13-1                                                                     |      1225 |           9 |               0 |                        0 |
|        1226 | 120-114/07-2                                                                        | https://www.driveonly.fr/fr/1226-120-114-07-2                                                                     |      1225 |           9 |               0 |                        0 |
|        1230 | 120-114/21-1dtm                                                                     | https://www.driveonly.fr/fr/1230-120-114-21-1dtm                                                                  |      1225 |           9 |               0 |                        0 |
|        1234 | 120-214/13dtm                                                                       | https://www.driveonly.fr/fr/1234-120-214-13dtm                                                                    |      1225 |           9 |               0 |                        0 |
|        1229 | 120-114/21-1                                                                        | https://www.driveonly.fr/fr/1229-120-114-21-1                                                                     |      1225 |           9 |               0 |                        0 |
|        1233 | 120-214/12-1                                                                        | https://www.driveonly.fr/fr/1233-120-214-12-1                                                                     |      1225 |           9 |               0 |                        0 |
|        1228 | 120-114/17-1                                                                        | https://www.driveonly.fr/fr/1228-120-114-17-1                                                                     |      1225 |           9 |               0 |                        0 |
|        1232 | 120-214/07-2                                                                        | https://www.driveonly.fr/fr/1232-120-214-07-2                                                                     |      1225 |           9 |               0 |                        0 |
|        1237 | Standard                                                                            | https://www.driveonly.fr/fr/1237-standard                                                                         |      1236 |           8 |               0 |                        0 |
|        1239 | 120-114/10                                                                          | https://www.driveonly.fr/fr/1239-120-114-10                                                                       |      1237 |           9 |               0 |                        0 |
|        1243 | 120-114/26                                                                          | https://www.driveonly.fr/fr/1243-120-114-26                                                                       |      1237 |           9 |               0 |                        0 |
|        1247 | 120-214/13-1                                                                        | https://www.driveonly.fr/fr/1247-120-214-13-1                                                                     |      1237 |           9 |               0 |                        0 |
|        1238 | 120-114/07-2                                                                        | https://www.driveonly.fr/fr/1238-120-114-07-2                                                                     |      1237 |           9 |               0 |                        0 |
|        1242 | 120-114/21-1dtm                                                                     | https://www.driveonly.fr/fr/1242-120-114-21-1dtm                                                                  |      1237 |           9 |               0 |                        0 |
|        1246 | 120-214/13dtm                                                                       | https://www.driveonly.fr/fr/1246-120-214-13dtm                                                                    |      1237 |           9 |               0 |                        0 |
|        1241 | 120-114/21-1                                                                        | https://www.driveonly.fr/fr/1241-120-114-21-1                                                                     |      1237 |           9 |               0 |                        0 |
|        1245 | 120-214/12-1                                                                        | https://www.driveonly.fr/fr/1245-120-214-12-1                                                                     |      1237 |           9 |               0 |                        0 |
|        1240 | 120-114/17-1                                                                        | https://www.driveonly.fr/fr/1240-120-114-17-1                                                                     |      1237 |           9 |               0 |                        0 |
|        1244 | 120-214/07-2                                                                        | https://www.driveonly.fr/fr/1244-120-214-07-2                                                                     |      1237 |           9 |               0 |                        0 |
|        1249 | Standard                                                                            | https://www.driveonly.fr/fr/1249-standard                                                                         |      1248 |           8 |               0 |                        0 |
|        1255 | 120-114/26                                                                          | https://www.driveonly.fr/fr/1255-120-114-26                                                                       |      1249 |           9 |               0 |                        0 |
|        1259 | 120-214/13-1                                                                        | https://www.driveonly.fr/fr/1259-120-214-13-1                                                                     |      1249 |           9 |               0 |                        0 |
|        1251 | 120-114/10                                                                          | https://www.driveonly.fr/fr/1251-120-114-10                                                                       |      1249 |           9 |               0 |                        0 |
|        1258 | 120-214/13dtm                                                                       | https://www.driveonly.fr/fr/1258-120-214-13dtm                                                                    |      1249 |           9 |               0 |                        0 |
|        1250 | 120-114/07-2                                                                        | https://www.driveonly.fr/fr/1250-120-114-07-2                                                                     |      1249 |           9 |               0 |                        0 |
|        1254 | 120-114/21-1dtm                                                                     | https://www.driveonly.fr/fr/1254-120-114-21-1dtm                                                                  |      1249 |           9 |               0 |                        0 |
|        1257 | 120-214/12-1                                                                        | https://www.driveonly.fr/fr/1257-120-214-12-1                                                                     |      1249 |           9 |               0 |                        0 |
|        1253 | 120-114/21-1                                                                        | https://www.driveonly.fr/fr/1253-120-114-21-1                                                                     |      1249 |           9 |               0 |                        0 |
|        1256 | 120-214/07-2                                                                        | https://www.driveonly.fr/fr/1256-120-214-07-2                                                                     |      1249 |           9 |               0 |                        0 |
|        1252 | 120-114/17-1                                                                        | https://www.driveonly.fr/fr/1252-120-114-17-1                                                                     |      1249 |           9 |               0 |                        0 |
|        1261 | Hatchback 5d                                                                        | https://www.driveonly.fr/fr/1261-hatchback-5d                                                                     |      1260 |           6 |               0 |                        0 |
|        1272 | Sedan                                                                               | https://www.driveonly.fr/fr/1272-sedan                                                                            |      1260 |           6 |               0 |                        0 |
|       18764 | 2-0 T 4x4                                                                           | https://www.driveonly.fr/fr/18764-2-0-t-4x4                                                                       |      1261 |           7 |               0 |                        0 |
|        1267 | 2,0 Cdti 4x4                                                                        | https://www.driveonly.fr/fr/1267-2-0-cdti-4x4                                                                     |      1261 |           7 |               0 |                        0 |
|        1262 | 2,0 T 4x4                                                                           | https://www.driveonly.fr/fr/1262-2-0-t-4x4                                                                        |      1261 |           7 |               0 |                        0 |
|       18744 | 2-0 Cdti 4x4                                                                        | https://www.driveonly.fr/fr/18744-2-0-cdti-4x4                                                                    |      1261 |           7 |               0 |                        0 |
|        1263 | Dla Wersji Fabrycznie Z Dwoma Tłumikami                                             | https://www.driveonly.fr/fr/1263-dla-wersji-fabrycznie-z-dwoma-tlumikami                                          |      1262 |           8 |               0 |                        0 |
|        1265 | Duet, Dla Wersji Fabrycznie Z Jednym Tłumikiem                                      | https://www.driveonly.fr/fr/1265-duet-dla-wersji-fabrycznie-z-jednym-tlumikiem                                    |      1262 |           8 |               0 |                        0 |
|        1264 | 120-346/27                                                                          | https://www.driveonly.fr/fr/1264-120-346-27                                                                       |      1263 |           9 |               0 |                        0 |
|        1266 | 120-345/27                                                                          | https://www.driveonly.fr/fr/1266-120-345-27                                                                       |      1265 |           9 |               0 |                        0 |
|        1270 | Duet, Dla Wersji Fabrycznie Z Jednym Tłumikiem                                      | https://www.driveonly.fr/fr/1270-duet-dla-wersji-fabrycznie-z-jednym-tlumikiem                                    |      1267 |           8 |               0 |                        0 |
|        1268 | Dla Wersji Fabrycznie Z Dwoma Tłumikami                                             | https://www.driveonly.fr/fr/1268-dla-wersji-fabrycznie-z-dwoma-tlumikami                                          |      1267 |           8 |               0 |                        0 |
|        1269 | 120-346/27                                                                          | https://www.driveonly.fr/fr/1269-120-346-27                                                                       |      1268 |           9 |               0 |                        0 |
|        1271 | 120-345/27                                                                          | https://www.driveonly.fr/fr/1271-120-345-27                                                                       |      1270 |           9 |               0 |                        0 |
|        1278 | 2,0 Cdti 4x4                                                                        | https://www.driveonly.fr/fr/1278-2-0-cdti-4x4                                                                     |      1272 |           7 |               0 |                        0 |
|       19754 | 2-0 T 4x4                                                                           | https://www.driveonly.fr/fr/19754-2-0-t-4x4                                                                       |      1272 |           7 |               0 |                        0 |
|        1273 | 2,0 T 4x4                                                                           | https://www.driveonly.fr/fr/1273-2-0-t-4x4                                                                        |      1272 |           7 |               0 |                        0 |
|       19749 | 2-0 Cdti 4x4                                                                        | https://www.driveonly.fr/fr/19749-2-0-cdti-4x4                                                                    |      1272 |           7 |               0 |                        0 |
|        1274 | Dla Wersji Fabrycznie Z Dwoma Tłumikami                                             | https://www.driveonly.fr/fr/1274-dla-wersji-fabrycznie-z-dwoma-tlumikami                                          |      1273 |           8 |               0 |                        0 |
|        1276 | Duet, Dla Wersji Fabrycznie Z Jednym Tłumikiem                                      | https://www.driveonly.fr/fr/1276-duet-dla-wersji-fabrycznie-z-jednym-tlumikiem                                    |      1273 |           8 |               0 |                        0 |
|        1275 | 120-346/27                                                                          | https://www.driveonly.fr/fr/1275-120-346-27                                                                       |      1274 |           9 |               0 |                        0 |
|        1277 | 120-345/27                                                                          | https://www.driveonly.fr/fr/1277-120-345-27                                                                       |      1276 |           9 |               0 |                        0 |
|        1279 | Dla Wersji Fabrycznie Z Dwoma Tłumikami                                             | https://www.driveonly.fr/fr/1279-dla-wersji-fabrycznie-z-dwoma-tlumikami                                          |      1278 |           8 |               0 |                        0 |
|        1281 | Duet, Dla Wersji Fabrycznie Z Jednym Tłumikiem                                      | https://www.driveonly.fr/fr/1281-duet-dla-wersji-fabrycznie-z-jednym-tlumikiem                                    |      1278 |           8 |               0 |                        0 |
|        1280 | 120-346/27                                                                          | https://www.driveonly.fr/fr/1280-120-346-27                                                                       |      1279 |           9 |               0 |                        0 |
|        1282 | 120-345/27                                                                          | https://www.driveonly.fr/fr/1282-120-345-27                                                                       |      1281 |           9 |               0 |                        0 |
|        1284 | Coupe                                                                               | https://www.driveonly.fr/fr/1284-coupe                                                                            |      1283 |           6 |               0 |                        0 |
|        1285 | 1,4i 16v                                                                            | https://www.driveonly.fr/fr/1285-1-4i-16v                                                                         |      1284 |           7 |               0 |                        0 |
|        1305 | 1,6i 16v                                                                            | https://www.driveonly.fr/fr/1305-1-6i-16v                                                                         |      1284 |           7 |               0 |                        0 |
|       18580 | 1-6i 16v                                                                            | https://www.driveonly.fr/fr/18580-1-6i-16v                                                                        |      1284 |           7 |               0 |                        0 |
|       18663 | 1-4i 16v                                                                            | https://www.driveonly.fr/fr/18663-1-4i-16v                                                                        |      1284 |           7 |               0 |                        0 |
|        1286 | Standard                                                                            | https://www.driveonly.fr/fr/1286-standard                                                                         |      1285 |           8 |               0 |                        0 |
|        1298 | Duet                                                                                | https://www.driveonly.fr/fr/1298-duet                                                                             |      1285 |           8 |               0 |                        0 |
|        1287 | 120-115/07-2                                                                        | https://www.driveonly.fr/fr/1287-120-115-07-2                                                                     |      1286 |           9 |               0 |                        0 |
|        1291 | 120-115/21-1dtm                                                                     | https://www.driveonly.fr/fr/1291-120-115-21-1dtm                                                                  |      1286 |           9 |               0 |                        0 |
|        1295 | 120-215/13dtm                                                                       | https://www.driveonly.fr/fr/1295-120-215-13dtm                                                                    |      1286 |           9 |               0 |                        0 |
|        1290 | 120-115/21-1                                                                        | https://www.driveonly.fr/fr/1290-120-115-21-1                                                                     |      1286 |           9 |               0 |                        0 |
|        1294 | 120-215/12-1                                                                        | https://www.driveonly.fr/fr/1294-120-215-12-1                                                                     |      1286 |           9 |               0 |                        0 |
|        1289 | 120-115/17-1                                                                        | https://www.driveonly.fr/fr/1289-120-115-17-1                                                                     |      1286 |           9 |               0 |                        0 |
|        1293 | 120-215/07-2                                                                        | https://www.driveonly.fr/fr/1293-120-215-07-2                                                                     |      1286 |           9 |               0 |                        0 |
|        1297 | 120-115/50                                                                          | https://www.driveonly.fr/fr/1297-120-115-50                                                                       |      1286 |           9 |               0 |                        0 |
|        1288 | 120-115/10                                                                          | https://www.driveonly.fr/fr/1288-120-115-10                                                                       |      1286 |           9 |               0 |                        0 |
|        1292 | 120-115/26                                                                          | https://www.driveonly.fr/fr/1292-120-115-26                                                                       |      1286 |           9 |               0 |                        0 |
|        1296 | 120-215/13-1                                                                        | https://www.driveonly.fr/fr/1296-120-215-13-1                                                                     |      1286 |           9 |               0 |                        0 |
|        1299 | 120-315/21-1                                                                        | https://www.driveonly.fr/fr/1299-120-315-21-1                                                                     |      1298 |           9 |               0 |                        0 |
|        1303 | 120-415/13dtm                                                                       | https://www.driveonly.fr/fr/1303-120-415-13dtm                                                                    |      1298 |           9 |               0 |                        0 |
|        1302 | 120-415/07-2                                                                        | https://www.driveonly.fr/fr/1302-120-415-07-2                                                                     |      1298 |           9 |               0 |                        0 |
|        1301 | 120-315/28                                                                          | https://www.driveonly.fr/fr/1301-120-315-28                                                                       |      1298 |           9 |               0 |                        0 |
|        1300 | 120-315/21-1dtm                                                                     | https://www.driveonly.fr/fr/1300-120-315-21-1dtm                                                                  |      1298 |           9 |               0 |                        0 |
|        1304 | 120-415/13-1                                                                        | https://www.driveonly.fr/fr/1304-120-415-13-1                                                                     |      1298 |           9 |               0 |                        0 |
|        1318 | Duet                                                                                | https://www.driveonly.fr/fr/1318-duet                                                                             |      1305 |           8 |               0 |                        0 |
|        1306 | Standard                                                                            | https://www.driveonly.fr/fr/1306-standard                                                                         |      1305 |           8 |               0 |                        0 |
|        1311 | 120-115/21-1dtm                                                                     | https://www.driveonly.fr/fr/1311-120-115-21-1dtm                                                                  |      1306 |           9 |               0 |                        0 |
|        1315 | 120-215/13dtm                                                                       | https://www.driveonly.fr/fr/1315-120-215-13dtm                                                                    |      1306 |           9 |               0 |                        0 |
|        1307 | 120-115/07-2                                                                        | https://www.driveonly.fr/fr/1307-120-115-07-2                                                                     |      1306 |           9 |               0 |                        0 |
|        1310 | 120-115/21-1                                                                        | https://www.driveonly.fr/fr/1310-120-115-21-1                                                                     |      1306 |           9 |               0 |                        0 |
|        1314 | 120-215/12-1                                                                        | https://www.driveonly.fr/fr/1314-120-215-12-1                                                                     |      1306 |           9 |               0 |                        0 |
|        1309 | 120-115/17-1                                                                        | https://www.driveonly.fr/fr/1309-120-115-17-1                                                                     |      1306 |           9 |               0 |                        0 |
|        1313 | 120-215/07-2                                                                        | https://www.driveonly.fr/fr/1313-120-215-07-2                                                                     |      1306 |           9 |               0 |                        0 |
|        1317 | 120-115/50                                                                          | https://www.driveonly.fr/fr/1317-120-115-50                                                                       |      1306 |           9 |               0 |                        0 |
|        1312 | 120-115/26                                                                          | https://www.driveonly.fr/fr/1312-120-115-26                                                                       |      1306 |           9 |               0 |                        0 |
|        1316 | 120-215/13-1                                                                        | https://www.driveonly.fr/fr/1316-120-215-13-1                                                                     |      1306 |           9 |               0 |                        0 |
|        1308 | 120-115/10                                                                          | https://www.driveonly.fr/fr/1308-120-115-10                                                                       |      1306 |           9 |               0 |                        0 |
|        1319 | 120-315/21-1                                                                        | https://www.driveonly.fr/fr/1319-120-315-21-1                                                                     |      1318 |           9 |               0 |                        0 |
|        1323 | 120-415/13dtm                                                                       | https://www.driveonly.fr/fr/1323-120-415-13dtm                                                                    |      1318 |           9 |               0 |                        0 |
|        1322 | 120-415/07-2                                                                        | https://www.driveonly.fr/fr/1322-120-415-07-2                                                                     |      1318 |           9 |               0 |                        0 |
|        1321 | 120-315/28                                                                          | https://www.driveonly.fr/fr/1321-120-315-28                                                                       |      1318 |           9 |               0 |                        0 |
|        1320 | 120-315/21-1dtm                                                                     | https://www.driveonly.fr/fr/1320-120-315-21-1dtm                                                                  |      1318 |           9 |               0 |                        0 |
|        1324 | 120-415/13-1                                                                        | https://www.driveonly.fr/fr/1324-120-415-13-1                                                                     |      1318 |           9 |               0 |                        0 |
|        1326 | Hatchback                                                                           | https://www.driveonly.fr/fr/1326-hatchback                                                                        |      1325 |           6 |               0 |                        0 |
|        1327 | 1,4                                                                                 | https://www.driveonly.fr/fr/1327-1-4                                                                              |      1326 |           7 |               0 |                        0 |
|       18568 | 1-4                                                                                 | https://www.driveonly.fr/fr/18568-1-4                                                                             |      1326 |           7 |               0 |                        0 |
|        1328 | Standard                                                                            | https://www.driveonly.fr/fr/1328-standard                                                                         |      1327 |           8 |               0 |                        0 |
|        1329 | 120-149/10-1                                                                        | https://www.driveonly.fr/fr/1329-120-149-10-1                                                                     |      1328 |           9 |               0 |                        0 |
|        1331 | Hatchback                                                                           | https://www.driveonly.fr/fr/1331-hatchback                                                                        |      1330 |           6 |               0 |                        0 |
|        1376 | 1,4i                                                                                | https://www.driveonly.fr/fr/1376-1-4i                                                                             |      1331 |           7 |               0 |                        0 |
|       18517 | 1-0i                                                                                | https://www.driveonly.fr/fr/18517-1-0i                                                                            |      1331 |           7 |               0 |                        0 |
|       18462 | 1-2i                                                                                | https://www.driveonly.fr/fr/18462-1-2i                                                                            |      1331 |           7 |               0 |                        0 |
|       18289 | 1-4i                                                                                | https://www.driveonly.fr/fr/18289-1-4i                                                                            |      1331 |           7 |               0 |                        0 |
|       20181 | 1-6i 16v Gsi                                                                        | https://www.driveonly.fr/fr/20181-1-6i-16v-gsi                                                                    |      1331 |           7 |               0 |                        0 |
|       18406 | 1-5 Td                                                                              | https://www.driveonly.fr/fr/18406-1-5-td                                                                          |      1331 |           7 |               0 |                        0 |
|        1387 | 1,2i 16v                                                                            | https://www.driveonly.fr/fr/1387-1-2i-16v                                                                         |      1331 |           7 |               0 |                        0 |
|        1343 | 1,2i                                                                                | https://www.driveonly.fr/fr/1343-1-2i                                                                             |      1331 |           7 |               0 |                        0 |
|        1398 | 1,6i 16v Gsi                                                                        | https://www.driveonly.fr/fr/1398-1-6i-16v-gsi                                                                     |      1331 |           7 |               0 |                        0 |
|        1354 | 1,5 Td                                                                              | https://www.driveonly.fr/fr/1354-1-5-td                                                                           |      1331 |           7 |               0 |                        0 |
|        1365 | 1,4 16v                                                                             | https://www.driveonly.fr/fr/1365-1-4-16v                                                                          |      1331 |           7 |               0 |                        0 |
|       18349 | 1-4 16v                                                                             | https://www.driveonly.fr/fr/18349-1-4-16v                                                                         |      1331 |           7 |               0 |                        0 |
|        1332 | 1,0i                                                                                | https://www.driveonly.fr/fr/1332-1-0i                                                                             |      1331 |           7 |               0 |                        0 |
|       18221 | 1-2i 16v                                                                            | https://www.driveonly.fr/fr/18221-1-2i-16v                                                                        |      1331 |           7 |               0 |                        0 |
|        1333 | Standard                                                                            | https://www.driveonly.fr/fr/1333-standard                                                                         |      1332 |           8 |               0 |                        0 |
|        1335 | 120-108/10                                                                          | https://www.driveonly.fr/fr/1335-120-108-10                                                                       |      1333 |           9 |               0 |                        0 |
|        1339 | 120-208/07-2                                                                        | https://www.driveonly.fr/fr/1339-120-208-07-2                                                                     |      1333 |           9 |               0 |                        0 |
|        1334 | 120-108/07-2                                                                        | https://www.driveonly.fr/fr/1334-120-108-07-2                                                                     |      1333 |           9 |               0 |                        0 |
|        1338 | 120-108/26                                                                          | https://www.driveonly.fr/fr/1338-120-108-26                                                                       |      1333 |           9 |               0 |                        0 |
|        1342 | 120-208/13-1                                                                        | https://www.driveonly.fr/fr/1342-120-208-13-1                                                                     |      1333 |           9 |               0 |                        0 |
|        1337 | 120-108/21-1                                                                        | https://www.driveonly.fr/fr/1337-120-108-21-1                                                                     |      1333 |           9 |               0 |                        0 |
|        1341 | 120-208/13dtm                                                                       | https://www.driveonly.fr/fr/1341-120-208-13dtm                                                                    |      1333 |           9 |               0 |                        0 |
|        1336 | 120-108/17-1                                                                        | https://www.driveonly.fr/fr/1336-120-108-17-1                                                                     |      1333 |           9 |               0 |                        0 |
|        1340 | 120-208/12-1                                                                        | https://www.driveonly.fr/fr/1340-120-208-12-1                                                                     |      1333 |           9 |               0 |                        0 |
|        1344 | Standard                                                                            | https://www.driveonly.fr/fr/1344-standard                                                                         |      1343 |           8 |               0 |                        0 |
|        1348 | 120-108/21-1                                                                        | https://www.driveonly.fr/fr/1348-120-108-21-1                                                                     |      1344 |           9 |               0 |                        0 |
|        1352 | 120-208/13dtm                                                                       | https://www.driveonly.fr/fr/1352-120-208-13dtm                                                                    |      1344 |           9 |               0 |                        0 |
|        1347 | 120-108/17-1                                                                        | https://www.driveonly.fr/fr/1347-120-108-17-1                                                                     |      1344 |           9 |               0 |                        0 |
|        1351 | 120-208/12-1                                                                        | https://www.driveonly.fr/fr/1351-120-208-12-1                                                                     |      1344 |           9 |               0 |                        0 |
|        1346 | 120-108/10                                                                          | https://www.driveonly.fr/fr/1346-120-108-10                                                                       |      1344 |           9 |               0 |                        0 |
